sample,nonambig,all
KX547244/2003/USA/NY/Clinton/WN02/unknown/Bird-crow,10299,10302
KJ501364/2002/USA/PA/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501506/2003/USA/OK/Payne/WN02/unknown/Bird-crow,10299,10302
HM488190/2004/USA/IL/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501488/2003/USA/ND/Stutsman/WN02/unknown/Bird-other,10299,10302
KX547573/2003/USA/NY/Niagara/WN02/unknown/Mosquito-Culex,10299,10302
KX547229/2006/USA/NY/Orleans/WN02/unknown/Bird-other,10299,10302
HM756670/2003/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
KX547403/2004/USA/NY/Onondaga/WN02/unknown/Bird-crow,10299,10302
KJ501467/2002/USA/MI/Wayne/WN02/unknown/Bird-other,10299,10302
KX547381/2003/USA/NY/Putnam/WN02/unknown/Bird-other,10299,10302
KJ501256/2009/USA/ND/Mountrail/WN02/unknown/Bird-other,10299,10302
KX547577/2004/USA/NY/Herkimer/WN02/unknown/Bird-crow,10299,10302
KX547409/2003/USA/NY/Putnam/WN02/unknown/Bird-crow,10299,10302
DQ431695/2003/USA/IL/Cook/WN02/unknown/Human,10297,10302
KX547239/2003/USA/NY/Suffolk/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547592/2003/USA/NY/Albany/WN02/unknown/Mosquito-Culex,10299,10302
HM488210/2003/USA/CT/New_Haven/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547263/2002/USA/NY/Albany/WN02/unknown/Bird-other,10299,10302
KX547354/2003/USA/NY/Schoharie/WN02/unknown/Bird-crow,10299,10302
DQ431703/2004/USA/CO/Mesa/WN02/unknown/Human,10294,10302
DQ431701/2004/USA/CO/Mesa/WN02/unknown/Human,10297,10302
KJ501479/2002/USA/KY/Boone/WN02/unknown/Bird-other,10287,10302
KX547296/2004/USA/NY/Columbia/WN02/unknown/Bird-crow,10299,10302
KX547245/2002/USA/NY/Nassau/WN02/unknown/Mosquito-Culex,10299,10302
KX547610/2004/USA/NY/Monroe/WN02/unknown/Mosquito-Culex,10299,10302
KX547477/2004/USA/NY/Monroe/WN02/unknown/Mosquito-Culex,10299,10302
KJ501499/2003/USA/MD/Prince_George_s/WN02/unknown/Bird-other,10299,10302
HM488221/2003/USA/CT/New_London/WN02/unknown/Mosquito-Culiseta,10299,10302
HM756656/2003/USA/CT/New_London/WN02/unknown/Mosquito-Culiseta,10299,10302
HM488213/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
HM488154/2005/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
HM488151/2005/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
HM488153/2005/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
HM488150/2005/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
HM488152/2005/USA/CT/Fairfield/WN02/unknown/Mosquito-Aedes,10299,10302
HM488119/2005/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
HM488149/2005/USA/CT/Fairfield/WN02/unknown/Mosquito-other,10299,10302
HM488118/2005/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
HM488115/2005/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
HM488120/2005/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
HM488117/2005/USA/CT/Fairfield/WN02/unknown/Mosquito-other,10299,10302
KJ145799/2005/USA/CT/Fairfield/WN02/unknown/Mosquito-other,10299,10302
KJ501365/2003/USA/PA/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501460/2003/USA/DC/District_Of_Columbia/WN02/unknown/Bird-other,10299,10302
MH166892/2008/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
KJ501272/2003/USA/NC/Unknown/WN02/unknown/Bird-other,10299,10302
MH166900/2003/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
HM488158/2006/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
HM488156/2006/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
HM488116/2005/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
HM488148/2004/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
DQ431698/2003/USA/FL/Hillsborough/WN02/unknown/Human,10296,10302
JF488091/2004/USA/CT/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
HM488157/2006/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
KJ501469/2003/USA/NE/Knox/WN02/unknown/Bird-other,10298,10302
KJ501387/2002/USA/NE/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501453/2001/USA/WI/Racine/WN02/unknown/Bird-crow,10299,10302
KJ501496/2001/USA/IL/Cook/WN02/unknown/Bird-other,10299,10302
KJ501454/2001/USA/WI/Dane/WN02/unknown/Bird-crow,10299,10302
KJ501283/2001/USA/WI/Milwaukee/WN02/unknown/Bird-crow,10299,10302
KJ501509/2001/USA/WI/Milwaukee/WN02/unknown/Bird-other,10299,10302
KJ501244/2001/USA/MO/Saint_Louis/WN02/unknown/Bird-crow,10299,10302
KJ501249/2001/USA/MO/Saint_Louis/WN02/unknown/Bird-crow,10299,10302
KJ501248/2001/USA/MO/Saint_Louis/WN02/unknown/Bird-crow,10299,10302
KJ501246/2001/USA/MO/Saint_Louis/WN02/unknown/Bird-crow,10299,10302
KJ501247/2001/USA/MO/Saint_Louis/WN02/unknown/Bird-crow,10299,10302
KJ501377/2001/USA/OH/Allen/WN02/unknown/Bird-other,10299,10302
KX547566/2002/USA/NY/Onondaga/WN02/unknown/Mosquito-Culex,10299,10302
DQ164200/2002/USA/IN/Hendricks/WN02/unknown/Human,10298,10302
KJ501274/2001/USA/OH/Cuyahoga/WN02/unknown/Bird-crow,10299,10302
KX547299/2002/USA/NY/Otsego/WN02/unknown/Bird-crow,10299,10302
KJ501397/2002/USA/AL/Madison/WN02/unknown/Bird-other,10299,10302
KX547503/2002/USA/NY/Erie/WN02/unknown/Mosquito-Culex,10299,10302
KX547364/2002/USA/NY/Rockland/WN02/unknown/Mosquito-Aedes,10299,10302
KX547247/2002/USA/NY/Erie/WN02/unknown/Mosquito-Culex,10299,10302
KX547230/2002/USA/NY/Niagara/WN02/unknown/Mosquito-Culex,10299,10302
AY646354/2002/USA/NY/Madison/WN02/unknown/Human,10299,10302
DQ164195/2002/USA/NY/Nassau/WN02/unknown/Mosquito-Culex,10299,10302
KX547213/2002/USA/NY/Ulster/WN02/unknown/Bird-other,10299,10302
DQ164193/2002/USA/NY/Clinton/WN02/unknown/Bird-crow,10299,10302
HM488178/2002/USA/IL/Unknown/WN02/unknown/Bird-crow,10299,10302
HM488250/2003/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
JN183887/2002/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501262/2010/USA/WA/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501281/2002/USA/TN/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501476/2002/USA/KS/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501243/2001/USA/MO/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501439/2001/USA/MO/Unknown/WN02/unknown/Bird-crow,10294,10302
KJ501510/2002/USA/AR/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501245/2001/USA/MO/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501310/2002/USA/MS/Unknown/WN02/unknown/Bird-other,10298,10302
KJ501401/2001/USA/IL/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501483/2002/USA/NE/Unknown/WN02/unknown/Bird-other,10298,10302
KJ501505/2002/USA/OK/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501497/2001/USA/IL/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501448/2001/USA/OH/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501517/2002/USA/OH/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501292/2001/USA/IL/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501355/2002/USA/TX/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501366/2003/USA/PA/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501503/2002/USA/NC/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501296/2002/USA/MT/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501315/2002/USA/KS/Unknown/WN02/unknown/Bird-crow,10297,10302
KJ501475/2002/USA/KS/Unknown/WN02/unknown/Bird-other,10297,10302
KJ501452/2001/USA/WI/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501370/2002/USA/AR/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501371/2002/USA/AR/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501464/2002/USA/MD/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501333/2002/USA/VA/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501490/2002/USA/VA/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501519/2002/USA/VA/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501303/2002/USA/KY/Unknown/WN02/unknown/Bird-other,10299,10302
MH170275/2002/USA/GA/Dekalb/WN02/unknown/Bird-crow,10299,10302
KJ501319/2002/USA/MD/Unknown/WN02/unknown/Bird-crow,10299,10302
HM488179/2002/USA/IL/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501511/2002/USA/AR/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501368/2002/USA/TN/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501309/2002/USA/MS/Unknown/WN02/unknown/Bird-other,10299,10302
KX547288/2003/USA/NY/Broome/WN02/unknown/Bird-crow,10299,10302
HM488137/2002/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
HQ671698/2002/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
HQ671699/2002/USA/CT/Fairfield/WN02/unknown/Mosquito-other,10299,10302
HM488235/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-Culiseta,10299,10302
HM488177/2002/USA/IL/Unknown/WN02/unknown/Bird-crow,10299,10302
HQ705669/2002/USA/IL/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501280/2003/USA/PA/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501287/2002/USA/AL/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501337/2002/USA/AL/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501339/2002/USA/AL/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501472/2003/USA/GA/Unknown/WN02/unknown/Bird-crow,10299,10302
HM488138/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
HM488211/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
KJ501399/2002/USA/DC/District_Of_Columbia/WN02/unknown/Bird-other,10299,10302
KJ501400/2002/USA/DC/District_Of_Columbia/WN02/unknown/Bird-other,10299,10302
KJ501484/2002/USA/NE/Unknown/WN02/unknown/Bird-crow,10297,10302
KJ501449/2002/USA/PA/Unknown/WN02/unknown/Bird-other,10299,10302
KX547398/2002/USA/NY/Madison/WN02/unknown/Bird-crow,10299,10302
KX547390/2004/USA/NY/Genesee/WN02/unknown/Bird-other,10299,10302
KX547237/2004/USA/NY/Genesee/WN02/unknown/Bird-crow,10299,10302
KX547281/2004/USA/NY/Cortland/WN02/unknown/Bird-crow,10299,10302
KJ501383/2002/USA/MS/Unknown/WN02/unknown/Bird-other,10299,10302
HM756671/2004/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501302/2002/USA/KY/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501294/2003/USA/MD/Unknown/WN02/unknown/Bird-crow,10299,10302
MH166883/2002/USA/VA/Norfolk/WN02/unknown/Bird-unknown,10299,10302
MH166905/2002/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
HM756673/2004/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
HM488181/2002/USA/IL/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501285/2002/USA/WI/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501360/2003/USA/NC/Unknown/WN02/unknown/Bird-other,10299,10302
HM756667/2003/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501284/2002/USA/WI/Unknown/WN02/unknown/Bird-other,10299,10302
HQ671720/2002/USA/CT/Fairfield/WN02/unknown/Bird-crow,10299,10302
HM488182/2002/USA/IL/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501273/2003/USA/NC/Unknown/WN02/unknown/Bird-other,10299,10302
MH170274/2002/USA/GA/Fulton/WN02/unknown/Bird-other,10299,10302
KJ501338/2002/USA/AL/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501446/2003/USA/NJ/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501384/2002/USA/MS/Unknown/WN02/unknown/Bird-other,10299,10302
HM488184/2002/USA/IL/Unknown/WN02/unknown/Bird-other,10299,10302
JF730043/2002/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
DQ431699/2003/USA/FL/Hillsborough/WN02/unknown/Human,10297,10302
HM756676/2003/USA/IL/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501396/2003/USA/VA/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501402/2004/USA/MN/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501415/2006/USA/NC/Unknown/WN02/unknown/Bird-other,10299,10302
JN183891/2002/USA/IL/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501458/2002/USA/MO/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501390/2003/USA/SD/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501345/2002/USA/MO/Unknown/WN02/unknown/Bird-crow,10299,10302
HQ671722/2002/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
HQ671704/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
KJ501301/2002/USA/KS/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501463/2002/USA/KS/Unknown/WN02/unknown/Bird-crow,10299,10302
MH166911/2002/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
KJ501311/2002/USA/MS/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501481/2002/USA/MI/Unknown/WN02/unknown/Bird-crow,10299,10302
HM488220/2003/USA/CT/New_Haven/WN02/unknown/Mosquito-Culex,10299,10302
KJ501447/2003/USA/NC/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501495/2002/USA/DC/District_Of_Columbia/WN02/unknown/Bird-other,10299,10302
HQ671742/2002/USA/IL/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501426/2002/USA/TX/Unknown/WN02/unknown/Bird-crow,10299,10302
HM488183/2002/USA/IL/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501328/2002/USA/NC/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501477/2003/USA/KS/Unknown/WN02/unknown/Bird-crow,10298,10302
KX547489/2004/USA/NY/Richmond/WN02/unknown/Bird-crow,10299,10302
KX547232/2004/USA/NY/Richmond/WN02/unknown/Bird-other,10299,10302
HM488171/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
HM756657/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
DQ164189/2003/USA/NY/Albany/WN02/unknown/Bird-crow,10299,10302
JF920306/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
KJ501314/2003/USA/DC/District_Of_Columbia/WN02/unknown/Bird-other,10299,10302
KX547363/2003/USA/NY/Onondaga/WN02/unknown/Mosquito-Culex,10299,10302
KJ501457/2003/USA/MA/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501456/2003/USA/MD/Unknown/WN02/unknown/Bird-crow,10299,10302
KX547317/2004/USA/NY/Nassau/WN02/unknown/Bird-crow,10299,10302
HM756672/2004/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501305/2003/USA/MD/Unknown/WN02/unknown/Bird-crow,10299,10302
HM488140/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-Aedes,10299,10302
JN183890/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-Culiseta,10299,10302
JF899528/2004/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
MH166906/2003/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
MH166912/2003/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
MH166913/2004/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
KJ501265/2002/USA/GA/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501369/2002/USA/TN/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501373/2002/USA/GA/Unknown/WN02/unknown/Bird-other,10299,10302
HQ705660/2003/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501321/2002/USA/MI/Unknown/WN02/unknown/Bird-crow,10299,10302
KX547423/2004/USA/NY/Richmond/WN02/unknown/Bird-other,10299,10302
DQ164197/2002/USA/GA/Wilkinson/WN02/unknown/Human,10299,10302
DQ164196/2002/USA/GA/Wilkinson/WN02/unknown/Human,10298,10302
KJ501514/2002/USA/GA/Unknown/WN02/unknown/Bird-crow,10299,10302
MH170264/2002/USA/GA/Muscogee/WN02/unknown/Bird-other,10299,10302
KJ501380/2002/USA/WI/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501291/2002/USA/DC/District_Of_Columbia/WN02/unknown/Bird-crow,10299,10302
KJ501491/2002/USA/VA/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501304/2002/USA/MD/Unknown/WN02/unknown/Bird-crow,10299,10302
KX547165/2005/USA/NY/Broome/WN02/unknown/Bird-other,10299,10302
HQ671724/2005/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
KX547345/2004/USA/NY/Rockland/WN02/unknown/Bird-crow,10299,10302
KX547259/2005/USA/NY/Niagara/WN02/unknown/Bird-other,10299,10302
HM488172/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-other,10299,10302
HM488224/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-Culiseta,10299,10302
HM488223/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-Culiseta,10299,10302
HQ671702/2003/USA/CT/Fairfield/WN02/unknown/Unknown,10299,10302
KX547618/2003/USA/NY/Ulster/WN02/unknown/Bird-crow,10299,10302
HM756669/2003/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
KX547170/2003/USA/NY/Onondaga/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547525/2002/USA/NY/Montgomery/WN02/unknown/Bird-crow,10299,10302
DQ431693/2003/USA/TX/Potter/WN02/unknown/Human,10297,10302
KX547588/2004/USA/NY/Kings/WN02/unknown/Bird-other,10299,10302
MH170270/2004/USA/GA/Henry/WN02/unknown/Bird-crow,10299,10302
KX547549/2003/USA/NY/Cortland/WN02/unknown/Bird-crow,10299,10302
HM488251/2003/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
KX547289/2005/USA/NY/Cortland/WN02/unknown/Bird-crow,10299,10302
HM488234/2003/USA/CT/New_Haven/WN02/unknown/Mosquito-Culex,10299,10302
HM488233/2003/USA/CT/New_Haven/WN02/unknown/Mosquito-Aedes,10299,10302
KX547439/2003/USA/NY/Niagara/WN02/unknown/Bird-crow,10299,10302
HM488216/2003/USA/CT/Windham/WN02/unknown/Mosquito-Culiseta,10299,10302
HM488214/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
HM756666/2003/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
KX547563/2006/USA/NY/Westchester/WN02/unknown/Mosquito-Culex,10299,10302
KX547432/2006/USA/NY/Suffolk/WN02/unknown/Mosquito-other,10299,10302
KX547238/2002/USA/NY/Saint_Lawrence/WN02/unknown/Bird-crow,10299,10302
KX547429/2002/USA/NY/Westchester/WN02/unknown/Mosquito-other,10299,10302
MH166915/2002/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
KJ501326/2003/USA/MT/Sheridan/SW03/unknown/Bird-other,10299,10302
KJ501354/2003/USA/OK/Payne/SW03/unknown/Bird-crow,10299,10302
KX547264/2004/USA/NY/Livingston/SW03/unknown/Bird-crow,10299,10302
KX547282/2004/USA/NY/Orleans/SW03/unknown/Bird-other,10299,10302
DQ164203/2003/USA/CO/Park/SW03/unknown/Bird-crow,10298,10302
KX547451/2006/USA/NY/Monroe/SW03/unknown/Bird-crow,10299,10302
KJ501372/2003/USA/FL/Seminole/WN02/unknown/Bird-other,10299,10302
DQ431696/2003/USA/WI/Milwaukee/WN02/unknown/Human,10296,10302
KX547599/2005/USA/NY/Westchester/WN02/unknown/Mosquito-Culex,10299,10302
KX547360/2005/USA/NY/Putnam/WN02/unknown/Bird-crow,10299,10302
HQ671726/2005/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
JF920735/2006/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
KX547446/2004/USA/NY/Wyoming/WN02/unknown/Bird-crow,10299,10302
KX547349/2006/USA/NY/Westchester/WN02/unknown/Mosquito-Culex,10299,10302
HM488230/2003/USA/CT/Windham/WN02/unknown/Mosquito-Culex,10299,10302
JF920733/2006/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
KX547617/2003/USA/NY/Orange/WN02/unknown/Mosquito-Culex,10299,10302
KX547415/2004/USA/NY/Monroe/WN02/unknown/Bird-crow,10299,10302
HM488232/2003/USA/CT/Middlesex/WN02/unknown/Mosquito-Culiseta,10299,10302
HM488231/2003/USA/CT/Middlesex/WN02/unknown/Mosquito-Culiseta,10299,10302
HM488222/2003/USA/CT/New_London/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547262/2005/USA/NY/Onondaga/WN02/unknown/Bird-crow,10299,10302
HM488143/2004/USA/CT/Fairfield/WN02/unknown/Mosquito-Aedes,10299,10302
HM488229/2003/USA/CT/New_Haven/WN02/unknown/Mosquito-other,10299,10302
HM488226/2003/USA/CT/New_Haven/WN02/unknown/Mosquito-Culex,10299,10302
HM488225/2003/USA/CT/New_Haven/WN02/unknown/Mosquito-Aedes,10299,10302
HM488185/2003/USA/IL/Unknown/WN02/unknown/Bird-other,10299,10302
KX547613/2003/USA/NY/Suffolk/WN02/unknown/Mosquito-Culiseta,10299,10302
HQ671700/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-Culiseta,10299,10302
KJ501498/2003/USA/MD/Unknown/WN02/unknown/Bird-other,10299,10302
JF488089/2004/USA/CT/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
JF488090/2004/USA/CT/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
MH166888/2005/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
MH166895/2005/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
MH166908/2005/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
MH166898/2008/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
MH166917/2004/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
MH166919/2004/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
MH170269/2005/USA/GA/Dekalb/WN02/unknown/Bird-other,10299,10302
JF488086/2004/USA/CT/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
KX547455/2003/USA/NY/Nassau/WN02/unknown/Mosquito-Culex,10299,10302
KX547597/2004/USA/NY/Richmond/WN02/unknown/Bird-other,10299,10302
KX547308/2004/USA/NY/Bronx/WN02/unknown/Bird-other,10299,10302
KX547256/2004/USA/NY/Orange/WN02/unknown/Mosquito-Culex,10299,10302
KX547590/2004/USA/NY/Queens/WN02/unknown/Bird-other,10299,10302
KX547486/2005/USA/NY/Erie/WN02/unknown/Mosquito-Culex,10299,10302
KX547471/2005/USA/NY/Erie/WN02/unknown/Mosquito-Aedes,10299,10302
KX547267/2003/USA/NY/Dutchess/WN02/unknown/Bird-other,10299,10302
JF488092/2004/USA/CT/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
KX547496/2007/USA/NY/Niagara/WN02/unknown/Bird-crow,10299,10302
KX547392/2007/USA/NY/Erie/WN02/unknown/Mosquito-Culex,10299,10302
KX547396/2005/USA/NY/Rockland/WN02/unknown/Mosquito-Culex,10299,10302
KX547332/2005/USA/NY/Bronx/WN02/unknown/Bird-crow,10299,10302
KX547303/2005/USA/NY/Westchester/WN02/unknown/Mosquito-Culex,10299,10302
KX547366/2005/USA/NY/Bronx/WN02/unknown/Bird-other,10299,10302
KX547307/2005/USA/NY/Bronx/WN02/unknown/Bird-other,10299,10302
KX547217/2005/USA/NY/Kings/WN02/unknown/Bird-other,10299,10302
JF488087/2004/USA/CT/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
JF920745/2007/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
MH166891/2007/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
MH166894/2007/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
MH166890/2006/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
MH166907/2006/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
MH166910/2006/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
MH166889/2006/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
KX547553/2006/USA/NY/Jefferson/WN02/unknown/Bird-other,10299,10302
KX547570/2005/USA/NY/Rockland/WN02/unknown/Bird-other,10299,10302
KX547400/2006/USA/NY/Queens/WN02/unknown/Bird-other,10299,10302
KX547413/2005/USA/NY/Otsego/WN02/unknown/Bird-crow,10299,10302
KX547205/2005/USA/NY/Rockland/WN02/unknown/Mosquito-Culex,10299,10302
DQ164190/2003/USA/NY/Suffolk/WN02/unknown/Bird-crow,10299,10302
KX547298/2004/USA/NY/Erie/WN02/unknown/Mosquito-Culex,10299,10302
KX547285/2004/USA/NY/Bronx/WN02/unknown/Bird-crow,10299,10302
HM488121/2005/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
HM488122/2006/USA/CT/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
HM488123/2006/USA/CT/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
HM488124/2006/USA/CT/Unknown/WN02/unknown/Bird-other,10299,10302
KX547287/2003/USA/NY/New_York/WN02/unknown/Bird-other,10299,10302
HQ671703/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-Culiseta,10299,10302
JF920728/2003/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
KX547580/2008/USA/NY/Niagara/WN02/unknown/Bird-crow,10299,10302
HM488241/2008/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
KX547436/2008/USA/NY/Erie/WN02/unknown/Mosquito-Culex,10299,10302
HM488197/2005/USA/IL/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501405/2006/USA/MN/Unknown/WN02/unknown/Bird-other,10299,10302
KJ501266/2002/USA/GA/Unknown/WN02/unknown/Bird-crow,10299,10302
KX547512/2005/USA/NY/Chautauqua/WN02/unknown/Bird-crow,10299,10302
KX547241/2003/USA/NY/Erie/WN02/unknown/Mosquito-Culex,10299,10302
KJ501312/2003/USA/VA/Unknown/WN02/unknown/Bird-crow,10299,10302
